id_registro,timestamp,id_equipamento,regiao,umidade_solo_pct,inclinacao_lateral_graus,precipitacao_3h_mm,dist_corpo_agua_m,velocidade_kmh,temperatura_c,horas_operacao_dia,score_risco,nivel_risco,alerta_ativo
644,2025-04-19 21:00:00,EQ-007,Cana-SP,45.8,0.6,2.6,36,25.0,23.4,9.8,45,MEDIO,0
645,2025-04-19 21:45:00,EQ-002,Cana-SP,54.1,1.9,0.3,310,14.0,27.5,9.5,28,BAIXO,0
646,2025-04-19 22:30:00,EQ-003,Arroz-RS,32.1,2.1,23.7,539,20.8,25.3,8.2,31,BAIXO,0
647,2025-04-19 23:15:00,EQ-018,Soja-PR,55.1,5.1,10.3,258,15.8,21.8,9.2,30,BAIXO,0
648,2025-04-20 00:00:00,EQ-012,Cana-SP,45.5,2.5,26.6,312,12.8,30.5,9.4,39,MEDIO,0
649,2025-04-20 00:45:00,EQ-001,Cana-SP,53.0,0.9,10.9,184,14.4,28.2,10.3,42,MEDIO,0
650,2025-04-20 01:30:00,EQ-012,Milho-GO,63.2,1.5,19.9,226,22.4,33.5,9.2,30,BAIXO,0
651,2025-04-20 02:15:00,EQ-005,Milho-GO,33.0,1.3,6.7,10,20.2,32.9,13.2,37,MEDIO,0
652,2025-04-20 03:00:00,EQ-017,Cerrado-MT,47.8,28.9,16.6,306,23.8,33.4,6.6,51,MEDIO,0
653,2025-04-20 03:45:00,EQ-016,Arroz-RS,18.9,11.4,29.3,25,20.2,22.5,10.5,52,MEDIO,0
654,2025-04-20 04:30:00,EQ-015,Cerrado-MT,47.9,27.5,10.2,171,8.3,31.8,8.9,65,ALTO,1
655,2025-04-20 05:15:00,EQ-015,Milho-GO,53.1,4.6,2.4,104,30.7,32.0,9.0,39,MEDIO,0
656,2025-04-20 06:00:00,EQ-005,Soja-PR,59.6,2.6,3.8,237,20.3,21.9,7.4,26,BAIXO,0
657,2025-04-20 06:45:00,EQ-014,Milho-GO,59.8,12.8,2.7,43,21.1,26.1,11.0,44,MEDIO,0
658,2025-04-20 07:30:00,EQ-002,Arroz-RS,73.1,3.2,3.4,353,15.7,19.3,10.3,29,BAIXO,0
659,2025-04-20 08:15:00,EQ-011,Milho-GO,24.2,2.8,4.4,475,24.7,32.0,10.7,27,BAIXO,0
660,2025-04-20 09:00:00,EQ-019,Arroz-RS,25.3,2.1,9.7,54,11.4,32.0,9.3,36,MEDIO,0
661,2025-04-20 09:45:00,EQ-007,Arroz-RS,65.6,1.1,10.6,33,21.7,36.6,8.4,55,ALTO,1
662,2025-04-20 10:30:00,EQ-006,Arroz-RS,14.2,2.4,6.7,47,5.5,26.6,8.9,35,MEDIO,0
663,2025-04-20 11:15:00,EQ-002,Arroz-RS,58.7,3.5,11.5,629,22.1,30.7,9.9,22,BAIXO,0
664,2025-04-20 12:00:00,EQ-006,Arroz-RS,31.4,9.0,1.0,225,11.5,33.9,5.0,29,BAIXO,0
665,2025-04-20 12:45:00,EQ-018,Soja-PR,86.5,0.5,1.1,189,19.7,23.5,10.7,57,ALTO,1
666,2025-04-20 13:30:00,EQ-002,Cerrado-MT,60.0,1.9,2.3,34,26.1,22.6,13.9,40,MEDIO,0
667,2025-04-20 14:15:00,EQ-018,Cana-SP,50.6,13.2,8.8,315,22.9,23.7,10.0,47,MEDIO,0
668,2025-04-20 15:00:00,EQ-015,Cerrado-MT,79.6,1.3,2.9,607,25.3,25.9,8.4,29,BAIXO,0
669,2025-04-20 15:45:00,EQ-019,Arroz-RS,33.7,3.4,4.0,528,24.7,22.8,8.7,21,BAIXO,0
670,2025-04-20 16:30:00,EQ-002,Soja-PR,37.5,16.0,6.1,295,14.9,23.9,10.4,36,MEDIO,0
671,2025-04-20 17:15:00,EQ-020,Milho-GO,29.8,1.3,20.0,23,21.6,33.3,8.5,51,MEDIO,0
672,2025-04-20 18:00:00,EQ-006,Soja-PR,37.7,0.7,0.2,36,7.7,27.4,10.7,42,MEDIO,0
673,2025-04-20 18:45:00,EQ-001,Arroz-RS,56.2,5.3,12.6,15,13.9,29.8,8.7,51,MEDIO,0
674,2025-04-20 19:30:00,EQ-015,Soja-PR,64.9,2.9,13.3,89,26.4,24.7,12.4,43,MEDIO,0
675,2025-04-20 20:15:00,EQ-010,Soja-PR,74.2,6.6,19.2,44,15.7,24.3,12.4,51,MEDIO,0
676,2025-04-20 21:00:00,EQ-019,Arroz-RS,18.5,13.0,32.4,90,6.8,29.7,8.3,45,MEDIO,0
677,2025-04-20 21:45:00,EQ-017,Soja-PR,51.6,1.2,0.2,146,30.1,28.8,8.8,37,MEDIO,0
678,2025-04-20 22:30:00,EQ-005,Cana-SP,32.8,7.0,2.0,859,21.4,32.7,9.0,20,BAIXO,0
679,2025-04-20 23:15:00,EQ-004,Cana-SP,50.9,5.6,26.1,283,22.6,35.8,9.0,42,MEDIO,0
680,2025-04-21 00:00:00,EQ-010,Soja-PR,100.0,1.2,7.4,540,12.1,23.9,7.1,35,MEDIO,0
681,2025-04-21 00:45:00,EQ-017,Milho-GO,60.8,7.8,10.0,372,19.7,33.2,6.8,28,BAIXO,0
682,2025-04-21 01:30:00,EQ-010,Arroz-RS,73.0,2.6,13.1,36,19.5,21.5,11.5,54,MEDIO,0
683,2025-04-21 02:15:00,EQ-017,Cana-SP,94.2,5.4,13.6,399,13.1,40.4,11.2,49,MEDIO,0
684,2025-04-21 03:00:00,EQ-020,Milho-GO,77.5,0.7,32.2,97,17.0,23.3,11.1,55,ALTO,1
685,2025-04-21 03:45:00,EQ-005,Soja-PR,46.0,4.9,69.5,306,9.0,32.1,8.9,46,MEDIO,0
686,2025-04-21 04:30:00,EQ-002,Milho-GO,29.5,2.9,15.3,125,15.9,21.5,12.8,35,MEDIO,0
687,2025-04-21 05:15:00,EQ-006,Cerrado-MT,54.4,13.8,4.1,1500,23.8,27.1,9.0,32,BAIXO,0
688,2025-04-21 06:00:00,EQ-002,Cana-SP,43.6,0.5,25.4,92,13.5,37.3,10.7,46,MEDIO,0
689,2025-04-21 06:45:00,EQ-013,Soja-PR,24.5,4.3,0.6,98,29.4,23.1,6.2,30,BAIXO,0
690,2025-04-21 07:30:00,EQ-011,Arroz-RS,59.8,4.9,3.2,801,9.4,41.2,8.5,22,BAIXO,0
691,2025-04-21 08:15:00,EQ-011,Soja-PR,60.3,10.3,27.3,10,16.4,28.0,8.7,64,ALTO,1
692,2025-04-21 09:00:00,EQ-016,Arroz-RS,90.4,6.8,3.6,358,14.1,33.9,8.9,42,MEDIO,0
693,2025-04-21 09:45:00,EQ-011,Soja-PR,47.8,8.8,3.0,388,16.9,30.4,6.3,32,BAIXO,0
694,2025-04-21 10:30:00,EQ-019,Milho-GO,60.6,12.0,1.8,543,26.2,30.7,10.4,30,BAIXO,0
695,2025-04-21 11:15:00,EQ-015,Milho-GO,41.7,15.9,23.5,1100,12.1,19.4,11.1,43,MEDIO,0
696,2025-04-21 12:00:00,EQ-016,Milho-GO,72.5,3.0,8.3,1114,15.3,25.2,7.5,32,BAIXO,0
697,2025-04-21 12:45:00,EQ-011,Cerrado-MT,52.5,6.2,13.5,20,21.9,35.2,6.7,53,MEDIO,0
698,2025-04-21 13:30:00,EQ-016,Arroz-RS,31.5,14.7,3.3,518,18.6,25.9,7.5,16,BAIXO,0
699,2025-04-21 14:15:00,EQ-008,Milho-GO,54.7,36.4,17.0,312,19.1,28.8,10.0,59,ALTO,1
700,2025-04-21 15:00:00,EQ-004,Cerrado-MT,62.8,17.6,17.1,313,12.2,18.7,7.8,49,MEDIO,0
701,2025-04-21 15:45:00,EQ-008,Arroz-RS,60.1,3.7,4.5,41,17.6,24.8,8.7,40,MEDIO,0
702,2025-04-21 16:30:00,EQ-004,Soja-PR,75.9,1.7,6.3,315,24.8,34.7,6.9,36,MEDIO,0
703,2025-04-21 17:15:00,EQ-003,Cerrado-MT,26.0,5.4,2.8,1213,8.3,20.3,13.0,14,BAIXO,0
704,2025-04-21 18:00:00,EQ-003,Cana-SP,38.1,10.8,45.0,729,13.8,32.3,9.1,45,MEDIO,0
705,2025-04-21 18:45:00,EQ-018,Cerrado-MT,67.8,5.4,12.4,173,7.1,29.1,11.3,52,MEDIO,0
706,2025-04-21 19:30:00,EQ-019,Cerrado-MT,40.5,5.3,32.7,12,21.2,26.6,10.0,52,MEDIO,0
707,2025-04-21 20:15:00,EQ-019,Arroz-RS,59.8,14.6,4.3,135,25.4,26.3,8.9,44,MEDIO,0
708,2025-04-21 21:00:00,EQ-005,Soja-PR,10.0,3.6,18.3,525,16.9,25.1,8.8,21,BAIXO,0
709,2025-04-21 21:45:00,EQ-018,Cana-SP,100.0,15.7,17.4,363,12.0,25.6,7.5,68,ALTO,1
710,2025-04-21 22:30:00,EQ-010,Milho-GO,49.6,4.2,14.1,184,12.1,33.6,8.1,45,MEDIO,0
711,2025-04-21 23:15:00,EQ-006,Milho-GO,78.9,3.2,40.4,17,16.2,25.4,7.0,70,ALTO,1
712,2025-04-22 00:00:00,EQ-001,Cerrado-MT,48.3,4.8,6.0,167,16.2,38.8,6.8,38,MEDIO,0
713,2025-04-22 00:45:00,EQ-005,Arroz-RS,63.3,11.5,1.7,190,23.5,29.8,13.2,44,MEDIO,0
714,2025-04-22 01:30:00,EQ-009,Arroz-RS,84.8,1.1,13.4,792,14.0,24.5,9.6,42,MEDIO,0
715,2025-04-22 02:15:00,EQ-012,Milho-GO,78.3,1.7,15.7,307,20.6,33.8,11.9,40,MEDIO,0
716,2025-04-22 03:00:00,EQ-014,Cana-SP,50.9,24.2,10.3,112,16.2,31.7,7.4,59,ALTO,1
717,2025-04-22 03:45:00,EQ-002,Soja-PR,52.3,1.5,2.8,224,13.5,18.1,6.5,27,BAIXO,0
718,2025-04-22 04:30:00,EQ-017,Cana-SP,75.1,6.7,8.4,21,16.0,21.8,7.0,57,ALTO,1
719,2025-04-22 05:15:00,EQ-014,Soja-PR,100.0,6.9,4.5,1079,20.0,27.3,8.2,41,MEDIO,0
720,2025-04-22 06:00:00,EQ-013,Milho-GO,58.8,5.4,6.7,134,23.5,18.5,9.1,43,MEDIO,0
721,2025-04-22 06:45:00,EQ-009,Soja-PR,94.1,8.3,12.4,195,16.5,40.5,8.7,61,ALTO,1
722,2025-04-22 07:30:00,EQ-015,Arroz-RS,50.2,2.1,16.4,132,10.8,32.9,7.5,41,MEDIO,0
723,2025-04-22 08:15:00,EQ-015,Cerrado-MT,74.0,6.4,3.2,344,24.0,27.9,9.2,36,MEDIO,0
724,2025-04-22 09:00:00,EQ-011,Cerrado-MT,77.0,3.7,6.2,326,12.6,25.9,9.4,36,MEDIO,0
725,2025-04-22 09:45:00,EQ-016,Milho-GO,46.8,8.7,3.8,377,19.6,24.4,10.4,35,MEDIO,0
726,2025-04-22 10:30:00,EQ-017,Arroz-RS,40.1,1.2,2.7,94,17.9,16.2,11.9,28,BAIXO,0
727,2025-04-22 11:15:00,EQ-004,Cana-SP,77.9,6.8,18.4,114,17.0,17.6,8.3,46,MEDIO,0
728,2025-04-22 12:00:00,EQ-001,Arroz-RS,44.4,1.6,28.8,40,15.1,39.4,11.4,56,ALTO,1
729,2025-04-22 12:45:00,EQ-008,Cerrado-MT,37.1,2.6,5.5,320,21.7,37.4,9.1,23,BAIXO,0
730,2025-04-22 13:30:00,EQ-017,Cerrado-MT,41.3,2.0,16.7,12,0.0,24.5,5.9,41,MEDIO,0
731,2025-04-22 14:15:00,EQ-003,Arroz-RS,44.3,1.6,27.3,273,24.8,33.4,12.6,37,MEDIO,0
732,2025-04-22 15:00:00,EQ-020,Arroz-RS,72.1,14.0,22.5,611,12.5,31.0,13.5,55,ALTO,1
733,2025-04-22 15:45:00,EQ-015,Cerrado-MT,65.3,2.7,2.4,664,20.4,31.7,10.2,27,BAIXO,0
734,2025-04-22 16:30:00,EQ-015,Cana-SP,69.3,21.0,37.6,179,20.1,19.4,9.2,72,ALTO,1
735,2025-04-22 17:15:00,EQ-014,Milho-GO,63.4,28.0,5.7,184,25.6,17.2,8.5,52,MEDIO,0
736,2025-04-22 18:00:00,EQ-014,Milho-GO,43.1,6.8,5.0,24,19.2,35.1,8.1,36,MEDIO,0
737,2025-04-22 18:45:00,EQ-002,Arroz-RS,68.9,1.2,0.8,333,13.0,16.1,11.4,37,MEDIO,0
738,2025-04-22 19:30:00,EQ-013,Milho-GO,78.6,3.8,8.0,517,8.4,27.1,9.0,26,BAIXO,0
739,2025-04-22 20:15:00,EQ-014,Cerrado-MT,66.7,12.8,1.4,84,15.9,25.8,12.3,49,MEDIO,0
740,2025-04-22 21:00:00,EQ-019,Cerrado-MT,64.0,3.7,3.4,164,6.3,25.2,9.1,38,MEDIO,0
741,2025-04-22 21:45:00,EQ-007,Arroz-RS,39.7,0.7,4.6,548,14.2,29.9,8.2,17,BAIXO,0
742,2025-04-22 22:30:00,EQ-003,Arroz-RS,59.2,6.5,19.9,629,16.2,23.9,7.8,24,BAIXO,0
743,2025-04-22 23:15:00,EQ-015,Arroz-RS,38.6,14.9,25.0,84,13.9,30.4,7.5,51,MEDIO,0
744,2025-04-23 00:00:00,EQ-014,Cana-SP,54.5,12.7,4.3,240,18.3,28.8,10.0,35,MEDIO,0
745,2025-04-23 00:45:00,EQ-011,Milho-GO,22.2,1.5,23.5,64,16.6,40.6,6.4,44,MEDIO,0
746,2025-04-23 01:30:00,EQ-015,Arroz-RS,22.3,8.9,23.4,32,16.0,19.7,7.4,60,ALTO,1
747,2025-04-23 02:15:00,EQ-013,Soja-PR,51.2,2.0,17.4,726,3.5,28.2,11.6,26,BAIXO,0
748,2025-04-23 03:00:00,EQ-018,Soja-PR,44.0,2.0,1.9,515,10.2,30.6,7.1,17,BAIXO,0
749,2025-04-23 03:45:00,EQ-006,Cerrado-MT,57.1,16.6,14.1,428,21.9,26.5,10.7,44,MEDIO,0
750,2025-04-23 04:30:00,EQ-003,Milho-GO,52.3,2.3,34.8,15,22.8,20.0,4.9,52,MEDIO,0
751,2025-04-23 05:15:00,EQ-019,Arroz-RS,55.6,2.4,13.8,557,7.0,35.5,11.9,30,BAIXO,0
752,2025-04-23 06:00:00,EQ-015,Soja-PR,67.2,0.0,4.8,173,13.1,30.0,6.5,44,MEDIO,0
753,2025-04-23 06:45:00,EQ-005,Milho-GO,45.7,16.4,8.3,126,24.4,20.4,7.2,54,MEDIO,0
754,2025-04-23 07:30:00,EQ-010,Cerrado-MT,50.6,12.6,12.5,237,13.7,30.6,10.4,36,MEDIO,0
755,2025-04-23 08:15:00,EQ-007,Cana-SP,84.1,7.9,8.6,29,17.3,38.2,9.5,66,ALTO,1
756,2025-04-23 09:00:00,EQ-017,Milho-GO,55.1,11.1,1.5,424,26.7,27.8,10.8,29,BAIXO,0
757,2025-04-23 09:45:00,EQ-007,Milho-GO,51.4,1.3,4.5,262,15.8,28.0,6.4,30,BAIXO,0
758,2025-04-23 10:30:00,EQ-012,Cana-SP,56.7,4.9,19.5,62,15.0,37.4,8.4,43,MEDIO,0
759,2025-04-23 11:15:00,EQ-017,Milho-GO,51.8,3.5,23.7,63,17.1,22.2,7.8,45,MEDIO,0
760,2025-04-23 12:00:00,EQ-013,Cerrado-MT,40.8,0.8,1.8,61,29.1,38.4,6.8,30,BAIXO,0
761,2025-04-23 12:45:00,EQ-020,Cerrado-MT,35.0,5.3,36.5,18,20.7,33.8,10.2,58,ALTO,1
762,2025-04-23 13:30:00,EQ-004,Cana-SP,39.7,20.3,4.8,266,18.1,22.5,10.9,39,MEDIO,0
763,2025-04-23 14:15:00,EQ-010,Arroz-RS,72.5,0.3,13.0,550,14.9,24.0,8.3,33,BAIXO,0
764,2025-04-23 15:00:00,EQ-003,Soja-PR,42.4,2.8,16.7,10,21.2,24.9,12.0,45,MEDIO,0
765,2025-04-23 15:45:00,EQ-009,Arroz-RS,51.9,1.9,20.1,15,22.0,17.0,7.4,52,MEDIO,0
766,2025-04-23 16:30:00,EQ-013,Milho-GO,69.0,2.2,35.0,255,11.6,29.6,12.0,45,MEDIO,0
767,2025-04-23 17:15:00,EQ-018,Soja-PR,49.4,19.1,4.5,514,22.1,22.7,10.1,35,MEDIO,0
768,2025-04-23 18:00:00,EQ-015,Cana-SP,67.7,5.0,23.5,119,17.1,29.8,6.6,59,ALTO,1
769,2025-04-23 18:45:00,EQ-004,Cana-SP,24.2,5.0,1.7,129,18.1,20.3,13.0,32,BAIXO,0
770,2025-04-23 19:30:00,EQ-015,Soja-PR,52.3,11.4,14.7,272,12.7,33.5,8.1,42,MEDIO,0
771,2025-04-23 20:15:00,EQ-002,Cerrado-MT,56.6,1.3,16.3,96,15.6,32.4,11.4,43,MEDIO,0
772,2025-04-23 21:00:00,EQ-015,Soja-PR,55.5,5.3,13.6,10,11.8,23.8,9.3,44,MEDIO,0
773,2025-04-23 21:45:00,EQ-008,Milho-GO,21.9,4.5,3.5,399,11.5,30.2,9.7,21,BAIXO,0
774,2025-04-23 22:30:00,EQ-008,Cerrado-MT,79.1,7.3,24.8,295,20.3,28.5,10.8,52,MEDIO,0
775,2025-04-23 23:15:00,EQ-017,Cana-SP,37.9,45.0,2.2,261,15.9,36.9,10.7,44,MEDIO,0
776,2025-04-24 00:00:00,EQ-012,Soja-PR,61.7,11.7,0.7,406,10.2,21.8,8.3,34,BAIXO,0
777,2025-04-24 00:45:00,EQ-019,Arroz-RS,55.2,4.1,15.2,337,31.1,27.1,10.1,34,BAIXO,0
778,2025-04-24 01:30:00,EQ-010,Arroz-RS,75.1,14.1,7.7,69,11.3,24.2,9.9,50,MEDIO,0
779,2025-04-24 02:15:00,EQ-009,Milho-GO,98.7,1.5,22.7,130,24.6,28.3,9.4,59,ALTO,1
780,2025-04-24 03:00:00,EQ-005,Arroz-RS,29.2,0.2,5.8,40,9.1,31.2,8.6,40,MEDIO,0
781,2025-04-24 03:45:00,EQ-006,Soja-PR,42.0,1.8,2.2,42,20.7,24.1,9.4,36,MEDIO,0
782,2025-04-24 04:30:00,EQ-020,Soja-PR,58.8,3.3,21.7,338,16.5,25.8,12.9,44,MEDIO,0
783,2025-04-24 05:15:00,EQ-002,Arroz-RS,32.9,5.7,9.6,587,14.2,33.8,8.4,15,BAIXO,0
784,2025-04-24 06:00:00,EQ-013,Soja-PR,70.6,7.6,2.5,987,19.2,36.1,11.4,34,BAIXO,0
785,2025-04-24 06:45:00,EQ-006,Milho-GO,71.9,19.3,15.3,297,18.4,31.0,7.8,52,MEDIO,0
786,2025-04-24 07:30:00,EQ-005,Cerrado-MT,66.2,5.7,8.6,61,13.1,27.2,7.2,57,ALTO,1
787,2025-04-24 08:15:00,EQ-001,Milho-GO,59.7,5.6,11.1,33,12.9,26.6,14.0,55,ALTO,1
788,2025-04-24 09:00:00,EQ-006,Milho-GO,82.4,0.4,7.4,503,8.6,31.3,10.1,33,BAIXO,0
789,2025-04-24 09:45:00,EQ-006,Soja-PR,31.9,0.3,21.2,259,19.8,29.4,10.1,38,MEDIO,0
790,2025-04-24 10:30:00,EQ-016,Cerrado-MT,56.3,6.4,21.2,289,10.5,18.1,10.2,38,MEDIO,0
791,2025-04-24 11:15:00,EQ-004,Soja-PR,40.2,4.6,14.8,456,18.0,31.4,11.8,26,BAIXO,0
792,2025-04-24 12:00:00,EQ-011,Cana-SP,72.8,14.6,1.3,364,21.6,22.8,9.8,40,MEDIO,0
793,2025-04-24 12:45:00,EQ-009,Soja-PR,18.3,1.4,21.9,540,19.2,19.5,10.6,31,BAIXO,0
794,2025-04-24 13:30:00,EQ-003,Soja-PR,54.4,0.2,13.3,17,13.7,18.0,6.9,49,MEDIO,0
795,2025-04-24 14:15:00,EQ-019,Soja-PR,61.7,4.8,14.3,413,23.5,26.7,11.0,30,BAIXO,0
796,2025-04-24 15:00:00,EQ-008,Cerrado-MT,36.1,2.2,5.4,571,15.6,21.9,8.5,17,BAIXO,0
797,2025-04-24 15:45:00,EQ-005,Soja-PR,42.5,0.4,25.4,101,10.0,14.0,10.3,43,MEDIO,0
798,2025-04-24 16:30:00,EQ-004,Cerrado-MT,55.3,10.3,15.5,307,16.3,25.8,5.6,34,BAIXO,0
799,2025-04-24 17:15:00,EQ-006,Arroz-RS,74.1,0.9,1.4,113,21.5,25.1,10.3,42,MEDIO,0
800,2025-04-24 18:00:00,EQ-002,Cana-SP,34.3,7.5,6.3,951,14.0,27.1,4.5,20,BAIXO,0
801,2025-04-24 18:45:00,EQ-020,Cerrado-MT,37.8,2.6,26.1,10,23.3,24.2,8.4,49,MEDIO,0
802,2025-04-24 19:30:00,EQ-011,Arroz-RS,77.5,1.5,0.6,260,13.4,39.0,5.6,30,BAIXO,0
803,2025-04-24 20:15:00,EQ-004,Cerrado-MT,49.5,3.8,39.1,55,14.2,31.1,10.3,52,MEDIO,0
804,2025-04-24 21:00:00,EQ-015,Cerrado-MT,39.4,12.9,13.6,374,11.7,25.0,9.1,31,BAIXO,0
805,2025-04-24 21:45:00,EQ-006,Cana-SP,69.6,4.0,12.0,58,22.1,27.6,7.5,50,MEDIO,0
806,2025-04-24 22:30:00,EQ-017,Milho-GO,45.2,11.1,3.8,81,17.7,36.5,11.9,41,MEDIO,0
807,2025-04-24 23:15:00,EQ-006,Milho-GO,75.5,1.1,3.4,205,12.1,33.7,7.2,41,MEDIO,0
808,2025-04-25 00:00:00,EQ-019,Cerrado-MT,41.7,11.9,34.2,739,15.6,19.6,2.9,35,MEDIO,0
809,2025-04-25 00:45:00,EQ-002,Soja-PR,51.8,2.2,4.3,71,0.0,22.2,10.0,32,BAIXO,0
810,2025-04-25 01:30:00,EQ-015,Arroz-RS,73.9,9.1,17.9,47,22.7,23.3,5.5,61,ALTO,1
811,2025-04-25 02:15:00,EQ-011,Soja-PR,50.5,6.7,6.0,427,17.0,25.4,7.3,24,BAIXO,0
812,2025-04-25 03:00:00,EQ-008,Soja-PR,70.1,21.2,1.8,208,3.6,24.4,8.0,49,MEDIO,0
813,2025-04-25 03:45:00,EQ-019,Cerrado-MT,53.7,3.9,0.1,728,9.3,28.2,6.2,27,BAIXO,0
814,2025-04-25 04:30:00,EQ-013,Cerrado-MT,94.6,0.5,9.4,48,15.5,32.4,8.0,67,ALTO,1
815,2025-04-25 05:15:00,EQ-012,Cerrado-MT,86.4,0.2,44.6,311,10.1,33.4,6.2,70,ALTO,1
816,2025-04-25 06:00:00,EQ-005,Cerrado-MT,28.4,14.0,5.5,80,22.8,26.0,9.3,37,MEDIO,0
817,2025-04-25 06:45:00,EQ-006,Milho-GO,65.4,6.0,5.3,51,20.5,18.2,6.5,44,MEDIO,0
818,2025-04-25 07:30:00,EQ-004,Cerrado-MT,38.7,11.9,5.1,345,20.2,21.8,9.1,25,BAIXO,0
819,2025-04-25 08:15:00,EQ-019,Milho-GO,58.8,2.1,8.8,270,2.4,24.9,11.3,34,BAIXO,0
820,2025-04-25 09:00:00,EQ-020,Milho-GO,56.4,3.4,7.0,422,14.8,20.5,10.6,27,BAIXO,0
821,2025-04-25 09:45:00,EQ-001,Cerrado-MT,33.9,0.2,25.4,111,13.8,34.8,8.8,46,MEDIO,0
822,2025-04-25 10:30:00,EQ-020,Cana-SP,76.2,26.1,8.5,178,12.3,20.9,7.0,67,ALTO,1
823,2025-04-25 11:15:00,EQ-017,Arroz-RS,59.1,8.8,8.5,156,15.5,31.7,9.3,48,MEDIO,0
824,2025-04-25 12:00:00,EQ-012,Soja-PR,49.3,21.6,1.8,1242,11.2,17.9,7.6,31,BAIXO,0
825,2025-04-25 12:45:00,EQ-015,Milho-GO,46.2,2.5,48.7,104,19.3,31.9,9.4,58,ALTO,1
826,2025-04-25 13:30:00,EQ-001,Arroz-RS,57.8,7.6,3.5,105,22.6,27.2,5.6,38,MEDIO,0
827,2025-04-25 14:15:00,EQ-014,Cana-SP,63.2,9.1,0.9,131,22.1,37.1,10.6,37,MEDIO,0
828,2025-04-25 15:00:00,EQ-006,Soja-PR,52.5,3.1,13.1,249,17.2,21.2,9.1,29,BAIXO,0
829,2025-04-25 15:45:00,EQ-005,Soja-PR,10.0,15.1,10.9,87,30.0,24.6,13.4,46,MEDIO,0
830,2025-04-25 16:30:00,EQ-011,Milho-GO,55.3,23.5,6.4,741,24.8,25.8,11.6,35,MEDIO,0
831,2025-04-25 17:15:00,EQ-004,Cerrado-MT,26.2,17.3,6.6,93,17.4,27.1,10.1,39,MEDIO,0
832,2025-04-25 18:00:00,EQ-013,Cana-SP,50.8,10.7,18.4,678,15.1,25.9,8.8,38,MEDIO,0
833,2025-04-25 18:45:00,EQ-011,Milho-GO,26.9,2.6,2.6,33,26.0,26.0,7.5,38,MEDIO,0
834,2025-04-25 19:30:00,EQ-003,Cana-SP,26.7,2.6,20.6,321,24.0,25.9,10.9,37,MEDIO,0
835,2025-04-25 20:15:00,EQ-001,Cerrado-MT,79.7,26.5,12.6,713,9.5,15.6,8.5,52,MEDIO,0
836,2025-04-25 21:00:00,EQ-006,Cerrado-MT,48.6,0.1,6.5,55,24.5,34.0,11.3,39,MEDIO,0
837,2025-04-25 21:45:00,EQ-018,Milho-GO,47.1,10.1,7.4,1036,17.1,42.0,9.8,29,BAIXO,0
838,2025-04-25 22:30:00,EQ-010,Cerrado-MT,64.7,9.8,3.6,181,12.8,29.8,9.8,39,MEDIO,0
839,2025-04-25 23:15:00,EQ-005,Arroz-RS,47.6,7.8,16.7,874,6.1,21.2,10.2,23,BAIXO,0
840,2025-04-26 00:00:00,EQ-010,Soja-PR,97.1,36.9,8.6,339,16.4,21.8,7.2,69,ALTO,1
841,2025-04-26 00:45:00,EQ-012,Milho-GO,49.5,3.0,4.6,108,17.9,31.7,7.0,34,BAIXO,0
842,2025-04-26 01:30:00,EQ-002,Cana-SP,62.3,3.3,10.9,63,27.5,30.3,6.9,40,MEDIO,0
843,2025-04-26 02:15:00,EQ-013,Arroz-RS,74.4,0.7,65.5,109,23.7,26.3,11.1,62,ALTO,1
844,2025-04-26 03:00:00,EQ-008,Milho-GO,87.0,4.7,6.9,29,14.5,32.5,7.1,60,ALTO,1
845,2025-04-26 03:45:00,EQ-002,Cerrado-MT,40.2,2.4,30.4,47,20.3,15.6,7.4,43,MEDIO,0
846,2025-04-26 04:30:00,EQ-020,Cerrado-MT,46.6,3.4,5.1,33,23.0,32.5,10.1,47,MEDIO,0
847,2025-04-26 05:15:00,EQ-001,Cerrado-MT,80.5,14.4,0.7,165,18.5,29.4,8.5,59,ALTO,1
848,2025-04-26 06:00:00,EQ-005,Cerrado-MT,71.2,21.9,2.7,476,14.5,22.0,8.2,50,MEDIO,0
849,2025-04-26 06:45:00,EQ-009,Cana-SP,76.5,1.6,6.5,46,14.8,19.4,8.1,50,MEDIO,0
850,2025-04-26 07:30:00,EQ-017,Arroz-RS,27.6,3.7,3.0,42,20.3,28.7,4.3,40,MEDIO,0
851,2025-04-26 08:15:00,EQ-009,Soja-PR,86.0,21.1,0.0,309,20.5,36.4,7.1,56,ALTO,1
852,2025-04-26 09:00:00,EQ-011,Cana-SP,39.8,0.5,29.6,66,16.2,26.6,11.4,43,MEDIO,0
853,2025-04-26 09:45:00,EQ-015,Cana-SP,58.8,0.8,22.3,31,2.3,22.9,7.9,60,ALTO,1
854,2025-04-26 10:30:00,EQ-006,Soja-PR,52.0,1.4,16.3,55,10.3,29.1,5.2,48,MEDIO,0
855,2025-04-26 11:15:00,EQ-003,Soja-PR,37.4,7.2,2.2,772,21.7,38.9,7.0,13,BAIXO,0
856,2025-04-26 12:00:00,EQ-017,Cerrado-MT,26.7,1.3,1.5,517,5.2,30.6,9.7,17,BAIXO,0
857,2025-04-26 12:45:00,EQ-005,Cana-SP,20.1,27.6,0.8,131,25.1,31.2,9.7,47,MEDIO,0
858,2025-04-26 13:30:00,EQ-012,Milho-GO,57.4,4.7,15.4,320,24.2,35.3,8.4,35,MEDIO,0
